Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1682,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25,1997,13.3,3,0,0,10,11,0,19,20,21,0,0,0,63,19,21,47.5,Matches
1683,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,27,1995,24.6,6,1,1,45,37,1,42,19,23,0,0,0,128,41,38,51.9,Matches
1684,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28,1995,14.1,4,0,0,23,9,3,42,5,19,0,0,0,72,6,26,18.8,Matches
1685,Pasquale Mazzocchi,it ITA,DF,Napoli,it Serie A,28,1995,4.8,0,1,0,9,7,0,14,1,2,0,0,0,21,12,7,63.2,Matches
1686,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28,1995,22.7,5,0,0,45,26,2,101,24,39,0,0,0,119,26,15,63.4,Matches
1687,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,18,2005,0.2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,,Matches
1688,Ethan Mbappé,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,16,2006,0.5,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,Matches
1689,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24,1998,24.0,4,0,0,19,38,20,23,2,1,2,0,0,47,0,2,0.0,Matches
1690,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,19,2004,1.7,1,0,0,5,4,0,13,1,1,0,0,0,7,1,7,12.5,Matches
1691,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25,1998,3.2,2,0,0,6,0,0,0,5,3,0,1,0,10,9,5,64.3,Matches
1692,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28,1994,24.5,1,0,0,21,9,2,15,13,21,0,0,1,102,40,32,55.6,Matches
1693,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,28,1995,0.2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,,Matches
1694,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23,1999,21.8,2,0,0,22,42,3,92,7,10,0,0,0,93,23,44,34.3,Matches
1695,Christ Mbondi,fr FRA,FW,Reims,fr Ligue 1,18,2004,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
1696,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,24,1999,3.4,0,0,0,5,4,2,8,1,4,0,0,0,6,4,14,22.2,Matches
1697,Nathanael Mbuku,cd COD,FW,Augsburg,de Bundesliga,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1698,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,eng Premier League,20,2002,20.2,2,0,0,15,29,1,36,11,21,0,0,0,96,10,31,24.4,Matches
1699,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1700,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27,1996,14.2,7,2,2,19,27,4,5,5,7,1,0,0,41,110,113,49.3,Matches
1701,James McConnell,eng ENG,MF,Liverpool,eng Premier League,18,2004,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,Matches
1702,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,28,1994,33.3,9,1,0,39,69,2,74,21,35,0,0,0,161,9,19,32.1,Matches
1703,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26,1996,4.6,0,0,0,3,2,0,0,5,0,0,0,0,25,20,3,87.0,Matches
1704,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,24,1998,28.8,6,0,0,23,12,6,59,18,29,0,0,0,115,37,34,52.1,Matches
1705,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,23,1999,32.1,2,0,0,18,33,4,229,22,27,0,0,0,177,16,20,44.4,Matches
1706,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,26,1996,21.1,2,0,0,29,21,6,4,14,25,0,1,0,91,36,43,45.6,Matches
1707,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24,1999,30.2,11,0,0,51,19,2,20,24,38,0,0,0,229,37,22,62.7,Matches
1708,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33,1989,14.1,1,1,0,7,3,1,5,13,15,0,0,0,67,35,32,52.2,Matches
1709,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,25,1997,16.5,3,0,0,20,34,8,18,33,21,0,0,0,82,13,13,50.0,Matches
1710,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,21,2001,7.1,1,0,0,10,6,0,4,11,10,0,1,0,37,22,9,71.0,Matches
1711,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21,2001,1.6,0,0,0,0,1,0,0,3,1,0,0,0,6,1,2,33.3,Matches
1712,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,eng Premier League,20,2003,1.5,1,0,0,5,6,1,1,0,3,0,0,0,10,2,4,33.3,Matches
1713,Hannibal Mejbri,tn TUN,MF,Sevilla,es La Liga,20,2003,1.2,2,0,0,4,4,0,2,0,3,0,0,0,6,0,1,0.0,Matches
1714,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,25,1997,12.5,2,0,0,12,37,1,9,5,6,0,1,0,56,6,16,27.3,Matches
1715,Gonzalo Melero,es ESP,"MF,FW",Almería,es La Liga,29,1994,12.3,3,0,0,21,17,1,4,4,8,0,0,0,41,19,22,46.3,Matches
1716,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28,1994,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches
1717,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,26,1996,22.1,2,0,0,18,47,0,21,18,30,1,0,0,141,7,7,50.0,Matches
1718,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29,1994,9.9,2,0,0,14,16,8,12,1,2,0,0,0,26,4,12,25.0,Matches
1719,Houboulang Mendes,gw GNB,DF,Almería,es La Liga,25,1998,4.4,0,0,0,6,10,1,4,1,13,0,0,0,23,7,5,58.3,Matches
1720,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,21,2002,3.0,3,0,0,6,1,0,7,4,5,0,0,0,14,6,2,75.0,Matches
1721,Tomás Mendes,es ESP,MF,Alavés,es La Liga,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
1722,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,26,1997,26.8,7,0,0,58,56,3,104,12,28,1,0,0,121,25,34,42.4,Matches
1723,Bruno Méndez,uy URU,DF,Granada,es La Liga,23,1999,14.8,4,0,0,14,0,0,8,26,17,0,0,0,65,20,17,54.1,Matches
1724,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19,2003,0.1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,100.0,Matches
1725,Leonardo Mendicino,it ITA,MF,Atalanta,it Serie A,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1726,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,19,2004,4.6,0,0,0,4,5,0,4,8,5,0,1,0,22,7,12,36.8,Matches
1727,Benjamin Mendy,fr FRA,DF,Lorient,fr Ligue 1,29,1994,7.9,3,0,0,12,4,4,96,7,1,0,0,0,31,4,7,36.4,Matches
1728,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,28,1995,19.1,5,0,0,17,15,0,5,13,10,0,0,0,97,6,5,54.5,Matches
1729,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,22,2001,14.0,6,0,0,16,11,0,13,20,19,0,2,1,90,43,15,74.1,Matches
1730,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,31,1992,11.7,2,0,0,16,25,0,7,14,18,0,0,0,91,10,5,66.7,Matches
1731,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21,2002,27.4,3,0,0,35,7,1,2,57,22,0,1,0,126,60,43,58.3,Matches
1732,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25,1997,6.9,2,0,0,15,2,0,1,7,11,0,0,0,31,29,20,59.2,Matches
1733,Jorge Meré,es ESP,DF,Cádiz,es La Liga,26,1997,7.5,0,0,0,1,4,0,1,8,7,0,0,0,38,8,11,42.1,Matches
1734,Alex Meret,it ITA,GK,Napoli,it Serie A,26,1997,30.8,0,0,0,0,3,0,0,0,0,0,0,0,53,4,1,80.0,Matches
1735,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,27,1996,27.6,10,0,0,70,61,6,19,16,43,0,1,0,197,164,107,60.5,Matches
1736,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,21,2002,7.8,1,0,0,10,15,0,40,6,12,0,0,0,38,2,10,16.7,Matches
1737,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21,2002,14.3,0,0,0,10,10,3,63,18,20,0,0,0,88,7,10,41.2,Matches
1738,Junior Messias,br BRA,"MF,DF",Genoa,it Serie A,32,1991,11.7,0,0,0,7,22,5,24,5,20,0,0,0,54,15,24,38.5,Matches
1739,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31,1991,6.5,0,0,0,10,0,0,17,4,1,0,0,0,43,7,6,53.8,Matches
1740,Bastien Meupiyou,fr FRA,DF,Nantes,fr Ligue 1,17,2006,0.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
1741,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,32,1991,7.7,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,,Matches
1742,Omenuke Mfulu,cd COD,"MF,FW",Las Palmas,es La Liga,29,1994,0.9,1,0,0,0,2,0,0,2,3,0,0,0,7,3,4,42.9,Matches
1743,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,18,2005,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
1744,Sven Michel,de GER,"FW,MF",Augsburg,de Bundesliga,33,1990,6.5,2,0,0,12,4,4,10,0,5,0,0,0,22,18,30,37.5,Matches
1745,Miguel,es ESP,"FW,MF",Alavés,es La Liga,23,1999,0.7,0,0,0,2,3,0,0,0,0,0,0,0,3,1,2,33.3,Matches
1746,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,22,2000,19.4,0,1,0,13,26,1,34,8,3,0,0,0,69,14,46,23.3,Matches
1747,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25,1997,27.9,4,0,0,30,23,0,0,27,21,0,1,0,108,111,28,79.9,Matches
1748,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,17,2006,13.4,1,0,0,5,6,2,11,8,21,0,0,0,78,11,12,47.8,Matches
1749,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29,1994,10.2,2,1,0,22,26,11,4,5,5,0,0,0,31,24,32,42.9,Matches
1750,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26,1997,36.0,2,0,0,0,2,0,0,1,0,0,0,0,47,9,2,81.8,Matches
1751,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25,1998,5.5,0,0,0,5,5,2,1,4,3,0,0,0,19,11,13,45.8,Matches
1752,Luis Milla,es ESP,MF,Getafe,es La Liga,28,1994,23.5,6,0,0,43,29,1,102,32,33,0,0,0,174,28,25,52.8,Matches
1753,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,21,2002,24.9,5,0,0,36,35,4,38,16,22,1,0,0,135,7,30,18.9,Matches
1754,James Milner,eng ENG,"DF,MF",Brighton,eng Premier League,37,1986,8.6,3,0,0,10,4,3,29,8,14,0,1,0,45,6,13,31.6,Matches
1755,Jovan Milošević,rs SRB,"FW,MF",Stuttgart,de Bundesliga,18,2005,0.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,Matches
1756,Marko Milovanović,rs SRB,"FW,MF",Almería,es La Liga,19,2003,3.4,0,0,0,15,6,4,1,0,4,0,0,0,9,13,23,36.1,Matches
1757,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,26,1996,21.9,3,0,0,19,2,1,2,45,24,0,0,0,143,75,29,72.1,Matches
1758,Yerry Mina,co COL,"DF,MF",Fiorentina,it Serie A,28,1994,0.5,1,0,0,3,2,0,0,0,1,0,0,0,6,1,0,100.0,Matches
1759,Yerry Mina,co COL,DF,Cagliari,it Serie A,28,1994,13.5,4,0,0,17,18,0,2,4,13,0,1,0,57,35,14,71.4,Matches
1760,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,28,1995,23.5,4,0,0,30,32,5,32,11,17,2,0,0,115,6,13,31.6,Matches
1761,Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,fr Ligue 1,19,2004,10.9,1,1,0,4,10,0,26,8,16,0,1,0,50,10,13,43.5,Matches
1762,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30,1993,0.3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,100.0,Matches
1763,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,es La Liga,24,1999,33.3,4,0,0,21,44,1,148,17,38,0,1,0,164,16,18,47.1,Matches
1764,Ignasi Miquel,es ESP,DF,Granada,es La Liga,30,1992,33.2,5,0,0,32,26,0,3,45,30,0,0,0,136,56,55,50.5,Matches
1765,Rafa Mir,es ESP,"FW,MF",Sevilla,es La Liga,26,1997,4.3,1,0,0,9,5,3,2,1,2,0,0,0,12,12,19,38.7,Matches
1766,Ignacio Miramon,ar ARG,MF,Lille,fr Ligue 1,20,2003,0.4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
1767,Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,27,1995,13.1,1,0,0,12,31,3,83,2,6,0,0,0,69,7,11,38.9,Matches
1768,Juan Miranda,es ESP,DF,Betis,es La Liga,23,2000,20.6,8,0,0,21,34,3,62,19,24,0,1,0,83,26,27,49.1,Matches
1769,Kevin Miranda,it ITA,DF,Sassuolo,it Serie A,20,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1770,Antonio Mirante,it ITA,GK,Milan,it Serie A,40,1983,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,Matches
1771,Fabio Miretti,it ITA,MF,Juventus,it Serie A,19,2003,12.3,3,0,0,22,29,1,32,7,14,0,0,0,73,3,12,20.0,Matches
1772,Filippo Missori,it ITA,DF,Sassuolo,it Serie A,19,2004,3.0,0,0,0,1,2,0,5,4,3,0,0,0,8,6,1,85.7,Matches
1773,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,23,1999,35.6,6,0,0,22,16,1,69,26,60,0,0,0,208,21,26,44.7,Matches
1774,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,26,1997,16.5,4,0,0,14,23,7,44,5,6,0,0,0,68,11,11,50.0,Matches
1775,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28,1994,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66.7,Matches
1776,Stefan Mitrović,rs SRB,"FW,MF",Hellas Verona,it Serie A,20,2002,4.3,0,0,0,10,6,1,15,0,3,0,0,0,16,4,18,18.2,Matches
1777,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,33,1990,7.8,3,0,0,13,2,0,0,6,3,0,1,0,27,11,20,35.5,Matches
1778,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,26,1997,23.4,5,0,0,28,31,1,105,46,51,0,0,0,140,30,20,60.0,Matches
1779,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34,1989,30.9,4,0,0,35,29,3,32,29,34,1,0,0,182,15,16,48.4,Matches
1780,Marko Mladenović,rs SRB,MF,Eint Frankfurt,de Bundesliga,18,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
1781,Jakub Moder,pl POL,"MF,DF",Brighton,eng Premier League,24,1999,6.9,2,0,0,8,5,2,6,2,10,0,0,0,40,3,5,37.5,Matches
1782,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37,1985,18.8,2,0,0,19,21,2,90,21,15,0,0,0,92,8,8,50.0,Matches
1783,Max Moerstedt,de GER,"DF,FW",Hoffenheim,de Bundesliga,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1784,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,24,1999,21.7,4,0,0,32,19,13,7,3,4,0,0,0,36,20,39,33.9,Matches
1785,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25,1997,22.2,3,1,0,34,36,11,14,12,14,0,1,0,54,72,66,52.2,Matches
1786,Johan Mojica,co COL,DF,Osasuna,es La Liga,30,1992,22.7,1,0,0,22,18,0,116,21,22,0,0,0,168,15,14,51.7,Matches
1787,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,19,2003,20.0,1,0,0,17,18,2,27,7,6,1,0,0,67,1,16,5.9,Matches
1788,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,25,1998,20.6,4,1,0,20,17,7,87,9,22,0,0,0,122,7,11,38.9,Matches
1789,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,31,1991,23.1,4,0,0,32,21,4,142,13,11,0,0,0,112,8,14,36.4,Matches
1790,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,25,1998,20.0,2,1,0,24,8,0,90,15,18,0,0,0,98,16,14,53.3,Matches
1791,Enzo Mongo,fr FRA,DF,Nantes,fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,Matches
1792,Ilario Monterisi,it ITA,DF,Frosinone,it Serie A,21,2001,16.3,1,0,0,10,17,1,5,8,13,1,1,0,77,41,28,59.4,Matches
1793,César Montes,mx MEX,DF,Almería,es La Liga,26,1997,19.9,5,0,0,22,11,2,3,11,13,0,0,0,64,59,24,71.1,Matches
1794,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,eng Premier League,26,1997,8.9,5,0,0,6,1,2,16,9,19,0,1,0,42,12,8,60.0,Matches
1795,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27,1996,37.0,0,0,0,0,3,0,0,0,1,0,0,0,49,5,1,83.3,Matches
1796,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,eng Premier League,30,1992,1.2,0,0,0,5,2,0,2,0,0,0,0,0,4,6,6,50.0,Matches
1797,Mikey Moore,eng ENG,MF,Tottenham,eng Premier League,15,2007,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
1798,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30,1992,21.2,4,1,1,33,35,33,10,1,10,2,0,0,54,44,32,57.9,Matches
1799,Diego Moreira,be BEL,"FW,MF",Lyon,fr Ligue 1,18,2004,3.0,1,0,0,4,3,1,6,2,0,0,0,0,17,5,8,38.5,Matches
1800,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,31,1992,16.5,5,2,2,24,14,5,49,24,21,1,0,0,76,10,13,43.5,Matches
1801,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,30,1993,11.5,2,0,0,11,16,2,37,13,12,0,0,1,40,4,10,28.6,Matches
1802,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,31,1992,24.6,0,0,0,22,38,17,27,9,12,0,0,0,87,27,28,49.1,Matches
1803,Jorge Moreno,es ESP,DF,Osasuna,es La Liga,22,2001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50.0,Matches
1804,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,23,2000,1.2,0,0,0,3,5,1,1,1,2,0,0,0,7,2,2,50.0,Matches
1805,Ilaix Moriba,gn GUI,"MF,FW",Getafe,es La Liga,20,2003,6.7,5,1,1,19,23,1,2,4,11,0,0,0,22,10,14,41.7,Matches
1806,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,24,1999,17.9,2,0,0,15,24,0,17,20,29,0,0,0,125,17,13,56.7,Matches
1807,Nikola Moro,hr CRO,MF,Bologna,it Serie A,25,1998,9.3,0,0,0,11,9,0,13,7,16,0,0,0,46,4,13,23.5,Matches
1808,Carlton Morris,eng ENG,"FW,MF",Luton Town,eng Premier League,27,1995,31.8,4,0,0,49,43,9,15,1,8,0,0,0,71,133,169,44.0,Matches
1809,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,19,2004,34.2,2,0,0,25,28,0,1,36,34,0,1,0,147,52,66,44.1,Matches
1810,Yerson Mosquera,co COL,DF,Villarreal,es La Liga,22,2001,13.7,4,0,0,14,27,0,7,17,13,0,0,0,72,26,8,76.5,Matches
1811,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,25,1998,22.8,3,0,0,22,28,6,89,2,7,2,0,0,72,40,48,45.5,Matches
1812,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,27,1996,6.9,0,0,0,13,11,4,1,0,2,0,0,0,12,22,29,43.1,Matches
1813,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18,2004,6.9,1,0,0,8,2,7,4,2,1,0,0,0,21,6,10,37.5,Matches
1814,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28,1994,19.7,2,1,0,43,25,8,11,2,7,0,0,0,43,137,94,59.3,Matches
1815,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,24,1999,5.7,2,0,0,10,9,0,14,6,14,0,0,0,37,6,9,40.0,Matches
1816,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26,1996,12.3,2,0,0,21,13,1,2,11,20,1,1,0,74,8,16,33.3,Matches
1817,Loris Mouyokolo,fr FRA,DF,Lorient,fr Ligue 1,22,2001,1.0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0.0,Matches
1818,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18,2004,0.9,0,0,0,1,1,0,0,0,0,0,0,0,4,4,5,44.4,Matches
1819,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22,2001,17.5,5,0,0,22,27,1,78,9,12,2,0,0,50,7,13,35.0,Matches
1820,François Mughe,cm CMR,"MF,DF",Marseille,fr Ligue 1,19,2004,2.0,1,0,0,3,8,0,7,1,0,0,0,0,7,2,1,66.7,Matches
1821,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25,1997,8.8,2,0,0,14,10,1,3,14,8,0,0,0,53,26,8,76.5,Matches
1822,Samuele Mulattieri,it ITA,"FW,MF",Sassuolo,it Serie A,22,2000,5.1,1,0,0,7,5,0,0,1,1,1,0,0,21,23,35,39.7,Matches
1823,Andreas Müller,de GER,MF,Darmstadt 98,de Bundesliga,23,2000,3.9,3,0,0,5,4,0,2,4,9,0,0,0,20,3,1,75.0,Matches
1824,Jannik Müller,de GER,"DF,MF",Darmstadt 98,de Bundesliga,29,1994,12.6,5,0,0,19,7,0,7,17,16,0,0,0,66,21,17,55.3,Matches
1825,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32,1991,34.0,1,0,0,1,2,0,0,0,0,0,1,0,33,4,1,80.0,Matches
1826,Marcus Müller,de GER,MF,Mainz 05,de Bundesliga,20,2002,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,75.0,Matches
1827,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,33,1989,18.4,0,0,0,12,21,15,55,3,16,1,1,0,55,30,25,54.5,Matches
1828,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,25,1998,18.8,5,1,0,15,16,0,2,22,10,0,0,0,79,39,31,55.7,Matches
1829,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,27,1996,24.1,5,0,0,45,26,3,18,14,39,1,0,0,110,42,33,56.0,Matches
1830,Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,30,1992,6.6,1,0,0,5,11,0,31,0,1,0,0,0,27,1,10,9.1,Matches
1831,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,22,2001,17.7,1,0,0,24,34,4,2,6,3,0,0,0,34,74,109,40.4,Matches
1832,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25,1997,12.5,2,0,0,17,8,0,29,9,21,0,0,0,66,23,17,57.5,Matches
1833,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,27,1996,16.0,4,0,0,30,8,8,11,24,35,0,0,0,76,26,28,48.1,Matches
1834,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20,2002,20.6,5,0,0,37,55,0,13,11,18,0,0,0,100,56,37,60.2,Matches
1835,Javier Muñoz,es ESP,MF,Las Palmas,es La Liga,28,1995,29.3,6,0,0,36,16,2,47,20,23,0,1,0,114,6,19,24.0,Matches
1836,Finley Munroe,eng ENG,MF,Aston Villa,eng Premier League,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1837,Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,24,1998,10.0,0,0,0,0,3,0,0,0,1,0,0,1,21,3,0,100.0,Matches
1838,Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,32,1991,4.5,0,0,0,6,14,1,31,1,2,0,0,0,18,6,7,46.2,Matches
1839,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,21,2002,31.0,5,0,0,38,7,0,4,37,31,0,0,1,146,38,40,48.7,Matches
1840,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,29,1994,25.9,5,0,0,40,43,31,11,6,6,0,0,0,75,142,127,52.8,Matches
1841,Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,eng Premier League,19,2004,0.1,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,,Matches
1842,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,eng Premier League,28,1995,13.2,1,0,0,7,15,1,77,6,10,0,0,0,66,4,10,28.6,Matches
1843,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,20,2002,16.4,5,0,0,22,21,2,28,10,14,0,0,0,74,14,18,43.8,Matches
1844,Jamal Musiala,de GER,"MF,FW",Bayern Munich,de Bundesliga,20,2003,19.5,2,0,0,26,39,2,11,16,25,0,0,0,91,7,11,38.9,Matches
1845,Florent Muslija,xk KVX,"MF,FW",Freiburg,de Bundesliga,25,1998,1.2,0,0,0,1,2,0,9,0,4,0,0,0,7,1,1,50.0,Matches
1846,Juan Musso,ar ARG,GK,Atalanta,it Serie A,29,1994,11.0,0,0,0,1,0,0,0,0,0,0,1,0,22,2,0,100.0,Matches
1847,Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,it Serie A,20,2003,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,50.0,Matches
1848,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29,1994,34.0,1,0,0,0,3,0,0,0,0,0,0,0,28,5,1,83.3,Matches
1849,Joel Mvuka,no NOR,"DF,FW",Lorient,fr Ligue 1,20,2002,2.2,1,0,0,1,5,1,12,2,3,0,0,0,11,0,2,0.0,Matches
1850,Junior Mwanga,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2003,16.1,3,0,0,22,22,1,4,18,20,0,1,0,78,12,9,57.1,Matches
1851,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,29,1994,22.2,4,1,0,34,13,3,86,17,15,1,0,0,88,18,18,50.0,Matches
